FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_18480076,Common Voice,"Yet, in reality, you are worse a scourge than the Black Death.",1,,
common_voice_en_17408288,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_128661,Common Voice,Adam is a crook.,1,,
common_voice_en_17870192,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_496046,Common Voice,"""I can work for the rest of today,"" the boy answered.",0,,
common_voice_en_9995,Common Voice,Adam is a crook.,1,,
common_voice_en_17147862,Common Voice,Don't spank your kids!,0,,
common_voice_en_20464783,Common Voice,The seat of the municipality is the town of Teguise.,0,,
common_voice_en_17271786,Common Voice,"I like the avenger of the new episode, he really is a badass.",0,,
common_voice_en_18608688,Common Voice,What does Quantum entanglement mean?,0,,
common_voice_en_20556424,Common Voice,"The title of ""Skater of the Year"" is awarded annually by ""Thrasher"" magazine.",0,,
common_voice_en_639599,Common Voice,Let me out of here!,0,,
common_voice_en_78507,Common Voice,"At the first glance, it was really not very exciting.",0,,
common_voice_en_120737,Common Voice,But then I realized she couldn't have been.,0,,
common_voice_en_16048003,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_623292,Common Voice,"just a memory, right now it signified shade, water, and a refuge from the war.",0,,
common_voice_en_141992,Common Voice,Especially so when dealing with unusual words.,0,,
common_voice_en_18066709,Common Voice,"She outed herself as lesbian last year, didn't you hear?",0,,
common_voice_en_165997,Common Voice,You get somebody else to wash the diapers.,0,,
common_voice_en_96292,Common Voice,Get this car out of here!,0,,
common_voice_en_18762384,Common Voice,"As a teenage Jew, he survived the Holocaust by using false identity papers.",0,,
common_voice_en_19686443,Common Voice,The farm was managed by John Cannon.,0,,
common_voice_en_211358,Common Voice,That woman is gonna be on that roof.,0,,
common_voice_en_185660,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_17291845,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_18034263,Common Voice,"""We havenÔÇÖt reached our target yet"", said the boss.",0,,
common_voice_en_138419,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_22459517,Common Voice,The majority of them were Syrian citizens.,0,,
common_voice_en_18579801,Common Voice,"Yes, she lied, and it was a bad lie, my friend.",0,,
common_voice_en_17803183,Common Voice,"Look, the seam is now broken, it couldn't stand the jerk.",0,,
common_voice_en_569854,Common Voice,"Some people like sea gulls, others don't.",0,,
common_voice_en_6747374,Common Voice,Rake the rubbish up and then burn it.,0,,
common_voice_en_18039820,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_22236258,Common Voice,Air Defence Command and Air Transport Command were abolished.,0,,
common_voice_en_21351955,Common Voice,They break free just as Kim and Foley arrive.,0,,
common_voice_en_214549,Common Voice,He decided to spend the night there.,0,,
common_voice_en_21573421,Common Voice,The Dagda was an ancient Irish deity.,0,,
common_voice_en_608037,Common Voice,"""Where are you from?"" the boy asked.",0,,
common_voice_en_188226,Common Voice,It was complete idiocy.,1,,
common_voice_en_18456149,Common Voice,Sex is a subject that we need to talk about openly.,0,,
common_voice_en_563096,Common Voice,The same book that taught me about Urim and Thummim.,0,,
common_voice_en_606690,Common Voice,Somebody threw him off a train.,0,,
common_voice_en_514232,Common Voice,My husband revealed he was homosexual.,0,,
common_voice_en_17815509,Common Voice,What a bummer!,0,,
common_voice_en_17427013,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_23719445,Common Voice,Weathering of the chalk has created a characteristic soil known as rendzina.,0,,
common_voice_en_21135465,Common Voice,I have been looking at the weather-cock.,0,,
common_voice_en_18405232,Common Voice,"Bye-bye, sucker!",1,,
common_voice_en_40018,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_128400,Common Voice,Put down that chair!,0,,
common_voice_en_18061015,Common Voice,What a bummer!,0,,
common_voice_en_23342088,Common Voice,We were all going through a difficult time in our lives.,0,,
common_voice_en_17259637,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_20238091,Common Voice,"Consequently, Julia was executed.",0,,
common_voice_en_95531,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_587012,Common Voice,Most of the energy will be absorbed by kinetic friction.,0,,
common_voice_en_18433794,Common Voice,YouÔÇÖre a serpent; and thereÔÇÖs no use denying it.,1,,
common_voice_en_18422480,Common Voice,Doesn't anyone else know you're a humbug?,1,,
common_voice_en_20391342,Common Voice,Christie has also been portrayed fictionally.,0,,
common_voice_en_17334270,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_585866,Common Voice,DonÔÇÖt be a fool!,1,,
common_voice_en_17887846,Common Voice,"If you lie down with dogs, you'll get up with fleas.",0,,
common_voice_en_75602,Common Voice,Are you going to live with your mother?,0,,
common_voice_en_17451126,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_23660803,Common Voice,These overhead anchor points remain in situ.,0,,
common_voice_en_18673893,Common Voice,Ramchand suffered three heart attacks in the two months preceding his death.,0,,
common_voice_en_655098,Common Voice,I'll kill both of them!,1,,
common_voice_en_22718531,Common Voice,Lock him up in the hotel!,0,,
common_voice_en_205570,Common Voice,"""Help me,"" the boy said.",0,,
common_voice_en_42654,Common Voice,you're playing with dynamite!,0,,
common_voice_en_23848068,Common Voice,The specific name refers to the town of Chuancheng.,0,,
common_voice_en_18666539,Common Voice,Let's take off. Where do you want to see?,0,,
common_voice_en_41907,Common Voice,It would kill you.,0,,
common_voice_en_23065810,Common Voice,"The plot features jealous lovers, topless dancers, a transvestite, murders and suicides.",0,,
common_voice_en_1344761,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_694432,Common Voice,But what's all this?,0,,
common_voice_en_18479367,Common Voice,How in hell did he know it was you in the dark.,1,,
common_voice_en_23380552,Common Voice,Dooley played one year for the Metros before retiring from soccer altogether.,0,,
common_voice_en_36673,Common Voice,I taught them everything they do.,0,,
common_voice_en_19613355,Common Voice,The squadron relied on local black mariners to guide it past mines and fortifications.,0,,
common_voice_en_98332,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_22783034,Common Voice,"These members were dissatisfied with what they saw as that party's rigid, doctrinaire approach.",0,,
common_voice_en_678068,Common Voice,The weather in Finland sucks.,1,,
common_voice_en_687190,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_17994815,Common Voice,Get out of my store.,0,,
common_voice_en_583748,Common Voice,The everlasting Jew the wandering Jew,0,,
common_voice_en_17712159,Common Voice,This plank was made for walking on.,0,,
common_voice_en_74337,Common Voice,One of us is going to jail!,0,,
common_voice_en_631445,Common Voice,New spinner movement a racket!,0,,
common_voice_en_20877446,Common Voice,"Blood substitutes which do carry oxygen, such as PolyHeme, are also under development.",0,,
common_voice_en_17528257,Common Voice,How can we reconcile this conflict?,0,,
common_voice_en_524297,Common Voice,You could save that poor devil's life.,1,,
common_voice_en_44567,Common Voice,Keep your shirt on.,0,,
common_voice_en_20993659,Common Voice,They don't think it's over.,0,,
common_voice_en_255665,Common Voice,Won't you sit down?,0,,
common_voice_en_150836,Common Voice,What a reception they got.,0,,
common_voice_en_18690758,Common Voice,Savage would use that scepter as a weapon numerous times.,0,,
common_voice_en_54860,Common Voice,Maybe he really is a fool.,1,,
common_voice_en_18986830,Common Voice,"They are the ""western"", the ""semi-western"", the ""eastern"", and the ""continental"".",0,,
common_voice_en_150023,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_17278411,Common Voice,A penny wise and a pound foolish.,1,,
common_voice_en_584623,Common Voice,I'd better hustle him up!,0,,
common_voice_en_19288942,Common Voice,He is buried in Nantes.,0,,
common_voice_en_21728951,Common Voice,The club played its home games in Singapore at the Jurong Stadium.,0,,
common_voice_en_17850177,Common Voice,How can you say that?,0,,
common_voice_en_20251797,Common Voice,Hickman Ferry was a shipping point for areas as far west as Burkeville.,0,,
common_voice_en_528322,Common Voice,I can't stand the sight of blood.,0,,
common_voice_en_22707364,Common Voice,"""Full of extra-ordinary asses,"" he said softly to himself.",1,,
common_voice_en_21345609,Common Voice,"He co-wrote ""Respect"" and many other Stax hits.",0,,
common_voice_en_532194,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_19823664,Common Voice,The steel towers are high and shaped like an inverted Y.,0,,
common_voice_en_111980,Common Voice,Why don't you shut up!,1,,
common_voice_en_22747698,Common Voice,You have no right to take more blood than was taken from you.,0,,
common_voice_en_477762,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_112055,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_18130103,Common Voice,Get out of this!,0,,
common_voice_en_17390641,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_433389,Common Voice,"Together, we can rule the world!",0,,
common_voice_en_20040401,Common Voice,Not a sign of commerce!,0,,
common_voice_en_520094,Common Voice,The rest of you get in here and riot!,0,,
common_voice_en_17986093,Common Voice,What a load of rubbish on the telly today.,1,,
common_voice_en_1096803,Common Voice,Don't spank your kids!,0,,
common_voice_en_15734040,Common Voice,Those gangsters get what they deserve.,0,,
common_voice_en_23692256,Common Voice,This post became the Minister of Housing.,0,,
common_voice_en_18665195,Common Voice,And now she lies murdered for a reward!,0,,
common_voice_en_531145,Common Voice,Why don't you shut up!,1,,
common_voice_en_187436,Common Voice,He took out his money and counted it.,0,,
common_voice_en_19962046,Common Voice,The music video was directed by Rebecca Blake.,0,,
common_voice_en_20922399,Common Voice,"Some minerals that have come out of the mines include quartz, pyrite, and schorl.",0,,
common_voice_en_478077,Common Voice,"He seemed unfriendly, and had looked irritated when the boy had entered.",0,,
common_voice_en_18052384,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_20961808,Common Voice,"It was reported that his opening advice was Gentlemen, shut that loudmouth up!",1,,
common_voice_en_2241,Common Voice,That insane android continues to ignore me.,1,,
common_voice_en_15871741,Common Voice,To be the cock in the basket to be cock of the company,0,,
common_voice_en_18446704,Common Voice,How in hell did he know it was you in the dark.,1,,
common_voice_en_22716727,Common Voice,Goodyear would sell the concept and Stephens-Adamson would manufacture and install the components.,0,,
common_voice_en_22955617,Common Voice,Neuhof is associated with the Hutterite branch known as Schmiedeleut.,0,,
common_voice_en_161271,Common Voice,A penny wise and a pound foolish,1,,
common_voice_en_21764498,Common Voice,He is buried in the cemetery at Newark-on-Trent in England.,0,,
common_voice_en_23848805,Common Voice,The limbs are long and slender.,0,,
common_voice_en_17269523,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_17671216,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_18908211,Common Voice,Gateway Community and Technical College has a campus located south of town.,0,,
common_voice_en_194075,Common Voice,Don't be an idiot!,1,,
common_voice_en_17725338,Common Voice,"Jerk the cord, and out tumbles the gold.",0,,
common_voice_en_34355,Common Voice,He's insane or drunk or something.,1,,
common_voice_en_19701177,Common Voice,"During World War One, the hospital specialised in infectious diseases.",0,,
common_voice_en_20593282,Common Voice,"Macdonald was born in Larkhall, Scotland.",0,,
common_voice_en_17441285,Common Voice,Cats truly are mysterious creatures.,0,,
common_voice_en_17268644,Common Voice,"Look, the seam is now broken, it couldn't stand the jerk.",0,,
common_voice_en_17342579,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_18131508,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_19607092,Common Voice,"It was mentioned in the Domesday Book, when it belonged to Wenlock Priory.",0,,
common_voice_en_519777,Common Voice,"First she was moaning, then coughing and eventually her ventilation collapsed.",0,,
common_voice_en_19562473,Common Voice,Rio Tinto Alcan divides its operations into three main business units.,0,,
common_voice_en_494916,Common Voice,He's nuts about you.,0,,
common_voice_en_22109165,Common Voice,nine,0,,
common_voice_en_17294752,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_17255211,Common Voice,"Hey look, a flying pig!",0,,
common_voice_en_181055,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_22034191,Common Voice,"""Idiots"" are also barred from voting in British parliamentary elections.",0,,
common_voice_en_18105014,Common Voice,DonÔÇÖt be a fool!,1,,
common_voice_en_580921,Common Voice,You could save that poor devil's life.,1,,
common_voice_en_20105322,Common Voice,"Afterwards, Cate performs oral sex on Ian, biting him.",0,,
common_voice_en_18534700,Common Voice,There is more than one path to any destination.,0,,
common_voice_en_17289553,Common Voice,"When she entered the dance floor, everyone in the nightclub was looking at her.",0,,
common_voice_en_23008023,Common Voice,"A sailing enthusiast, Bourne served as a Commodore of the New York Yacht Club.",0,,
common_voice_en_23344593,Common Voice,"Across from Deven May, Kaitlin Hopkins, And Kerry Butler.",0,,
common_voice_en_23806592,Common Voice,"They confront her while she is taking a daily walk, and ask for direction.",0,,
common_voice_en_20938243,Common Voice,Sutcliffe started to walk off only to see Blair walk out.,0,,
common_voice_en_18649939,Common Voice,There is a great honour in being granted a Nobel prize.,0,,
common_voice_en_20240734,Common Voice,"And although such efforts are not illegal, they are considered highly unethical by publishers.",0,,
common_voice_en_18235299,Common Voice,Cut off one's nose to spite one's face.,0,,
common_voice_en_78495,Common Voice,The time must have been somewhere around six o'clock.,0,,
common_voice_en_643982,Common Voice,Out of the mouths of babes.,0,,
common_voice_en_524035,Common Voice,It's wicked how Lara neglects her pussy cat.,0,,
common_voice_en_23981713,Common Voice,The album sleeve showed Williams sitting in his underwear on a pile of garbage.,0,,
common_voice_en_23895672,Common Voice,The first three marriages ended in divorce.,0,,
common_voice_en_20276408,Common Voice,That was followed by a protracted war in Africa against King Jugurtha of Numidia.,0,,
common_voice_en_19756538,Common Voice,Alexander attempted to create a centralised Yugoslavia.,0,,
common_voice_en_18857516,Common Voice,"""Rido"" is a Maranao term commonly used in Mindanao to refer to clan feuds.",0,,
common_voice_en_19792843,Common Voice,"They released one album titled ""Back From Mars"".",0,,
common_voice_en_19955312,Common Voice,And you've got to protect yourself from nuts.,0,,
common_voice_en_146025,Common Voice,We've run out of petrol and diesel.,0,,
common_voice_en_646967,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_5038642,Common Voice,Sylvester needed to meditate to clear his mind.,0,,
common_voice_en_19118380,Common Voice,"Fairlea is the location of the annual West Virginia State Fair, held in August.",0,,
common_voice_en_18840855,Common Voice,There are also 'gate hurdles' that are made from split poles.,0,,
common_voice_en_163177,Common Voice,This crazy llama spit in my face.,1,,
common_voice_en_19637356,Common Voice,Karen leaves Matt to accept a talk show host position in Los Angeles.,0,,
common_voice_en_18416142,Common Voice,"Left to myself, there is nothing I would find a greater treat.",0,,
common_voice_en_19729435,Common Voice,"Darren Boyd played the idiotic Craig, the travel agent downstairs.",1,,
common_voice_en_21182045,Common Voice,"Appleton is openly gay, and came out at university.",1,,
common_voice_en_18582625,Common Voice,"For heaven's sake, don't you start butting in.",1,,
common_voice_en_18136622,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_17323871,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_96338,Common Voice,Can you imagine bumping into a load of cops?,0,,
common_voice_en_19426661,Common Voice,"In each block of type codes, the numbers were assigned chronologically for designed types.",0,,
common_voice_en_104793,Common Voice,You wouldn't want to kill anybody.,0,,
common_voice_en_17290055,Common Voice,"As hiding places go, it isn't the worst.",0,,
common_voice_en_17632233,Common Voice,"""Prepare for detonation"", he announced and started the countdown.",0,,
common_voice_en_104543,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_552267,Common Voice,Somebody's going to get hurt!,0,,
common_voice_en_151148,Common Voice,What about Higgins against Becca?,0,,
common_voice_en_18774173,Common Voice,"The park offers picnicking, hiking, bicycling, fishing, and cross-country skiing along the pathway.",0,,
common_voice_en_17644061,Common Voice,"She expects that her birthday cake should be pink, not purple.",0,,
common_voice_en_18521374,Common Voice,When I can't see beauty in woman I want to die.,0,,
common_voice_en_669837,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_692240,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_18257524,Common Voice,What a bummer!,0,,
common_voice_en_20663019,Common Voice,"ÔÇÿOh, fie, silly child!ÔÇÖ I exclaimed.",1,,
common_voice_en_21062251,Common Voice,Ray today has been absorbed into the Greater Tehran metropolitan area.,0,,
common_voice_en_22248322,Common Voice,She degenerates into a mere slut!,1,,
common_voice_en_20068865,Common Voice,The house in which he lived is still the home of his descendants today.,0,,
common_voice_en_155374,Common Voice,"Our merchants bought that man, and brought him to Egypt.",0,,
common_voice_en_19942999,Common Voice,When Does Teenager Die?,0,,
common_voice_en_581231,Common Voice,"Curse the moment I met that old man, he thought.",0,,
common_voice_en_19238627,Common Voice,But so long as the Witch lives you must remain a coward.,0,,
common_voice_en_616857,Common Voice,The devil take him!,0,,
common_voice_en_18665031,Common Voice,I am quite at your service.,0,,
common_voice_en_20174271,Common Voice,Many authors call this type of object a multigraph or pseudograph.,0,,
common_voice_en_18337135,Common Voice,When will the winner be announced?,0,,
common_voice_en_17304127,Common Voice,"Don't knock on death's door, ring the doorbell and run.",0,,
common_voice_en_541275,Common Voice,A fool uttereth all his mind.,0,,
common_voice_en_17250887,Common Voice,"Look, the seam is now broken, it couldn't stand the jerk.",0,,
common_voice_en_17386581,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_18411549,Common Voice,"In fact, you will be killing two birds with one stone, sir.",0,,
common_voice_en_596696,Common Voice,"""What are you doing here?"" one of the figures demanded.",0,,
common_voice_en_604122,Common Voice,"All things are one, the boy thought.",0,,
common_voice_en_685737,Common Voice,Are you a hypnotist?,0,,
common_voice_en_17523931,Common Voice,Why do people even eat peanut butter and jelly?,0,,
common_voice_en_62351,Common Voice,The old woman had said the same thing.,0,,
common_voice_en_681807,Common Voice,Then he turned to the boy.,0,,
common_voice_en_17412611,Common Voice,Your so-called sedative only exacerbates the pain.,1,,
common_voice_en_17392943,Common Voice,This was your plan?,0,,
common_voice_en_19976067,Common Voice,Flaming Hell Castle!,0,,
common_voice_en_14233941,Common Voice,Confess and be hanged.,0,,
common_voice_en_17147345,Common Voice,They felt gay when the ship arrived in port.,0,,
common_voice_en_17259577,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_645769,Common Voice,The cacophony reached a crescendo that almost tore our ear drums.,0,,
common_voice_en_20643102,Common Voice,These form when carbon group hydrides react or when heavier versions of carbenes react.,0,,
common_voice_en_18345482,Common Voice,The G-force pushed him back against the seat.,0,,
common_voice_en_17258796,Common Voice,"""We havenÔÇÖt reached our target yet"", said the boss.",0,,
common_voice_en_18163002,Common Voice,You ain't gonna ruin this heist!,0,,
common_voice_en_18323114,Common Voice,That's where they cut off the Scottish Chiefs and killed all hands.,0,,
common_voice_en_630967,Common Voice,She's a feisty little ferret.,0,,
common_voice_en_17296118,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_19841664,Common Voice,He works with major Chinese companies on capital markets and M and A activities.,0,,
common_voice_en_19783246,Common Voice,He has a degree in law from the National Autonomous University of Mexico.,0,,
common_voice_en_512469,Common Voice,Don't be so silly!,1,,
common_voice_en_20882381,Common Voice,He won the scholarship and his racing career began.,0,,
common_voice_en_63705,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_17650766,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_16048249,Common Voice,"The more you stir, the more it stinks.",0,,
common_voice_en_588134,Common Voice,Are you going to live with your mother?,0,,
common_voice_en_521439,Common Voice,Everyone seemed very excited.,0,,
common_voice_en_677956,Common Voice,You get somebody else to wash the diapers.,0,,
common_voice_en_681179,Common Voice,"When he's an old man, he's going to spend a month in Africa.",0,,
common_voice_en_622272,Common Voice,Then who's this one?,0,,
common_voice_en_17275346,Common Voice,"""How many hens are there for one cock?"", I asked the farmer.",0,,
common_voice_en_17247481,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_606201,Common Voice,A half a heelot!,1,,
common_voice_en_19809029,Common Voice,"Huntington originally included three villages within the parish boundaries: Towthorpe, Earswick and Huntington.",0,,
common_voice_en_5559214,Common Voice,ICBM is the abbreviation for intercontinental ballistic missile.,0,,
common_voice_en_19953691,Common Voice,"The district is currently represented by Alex Mooney, a Republican.",0,,
common_voice_en_17371980,Common Voice,"What do you expect from a pig, but a grunt?",0,,
common_voice_en_17843570,Common Voice,The fourth component of homogeneous coordinates is usually set to one.,0,,
common_voice_en_115214,Common Voice,"Many people in Berkshire, Surrey, and Middlesex must have seen it.",0,,
common_voice_en_590034,Common Voice,Take your paws off me!,1,,
common_voice_en_20092405,Common Voice,They are known for their live shows and stripped-down noisy punk rock.,0,,
common_voice_en_515270,Common Voice,You don't happen to have eight thousand bucks on you?,0,,
common_voice_en_674753,Common Voice,Maybe he really is a fool.,1,,
common_voice_en_180836,Common Voice,I'd die for either of you.,0,,
common_voice_en_18637348,Common Voice,I don't know what Mr. Tulkinghorn's engagements may be.,0,,
common_voice_en_83942,Common Voice,I won't give your niece a lollipop if she gets naughty again.,0,,
common_voice_en_538886,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_20580291,Common Voice,There is no fee in the winter.,0,,
common_voice_en_23950560,Common Voice,"In reality, he is only two days old and merely ignorant.",1,,
common_voice_en_30017,Common Voice,Don't be an idiot!,1,,
common_voice_en_530765,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_18644068,Common Voice,Are we doing enough for sex workers?,0,,
common_voice_en_17396719,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_101387,Common Voice,He took his money from his pouch and showed it to the young man.,0,,
common_voice_en_17391090,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_111262,Common Voice,Adam is a crook.,1,,
common_voice_en_47426,Common Voice,Two brown dogs running through a field with a red toy,0,,
common_voice_en_23854431,Common Voice,"Terrell, Evans, Lawson, and Thompson all owed positions or favors to Washington's influence.",0,,
common_voice_en_21385927,Common Voice,It is the home field of the Sultanes Monterrey Mexican League baseball team.,0,,
common_voice_en_12650236,Common Voice,Home grief a morbid desire of returning home.,0,,
common_voice_en_493646,Common Voice,He was immensely excited at the news.,0,,
common_voice_en_18079307,Common Voice,Quit whining!,1,,
common_voice_en_23766426,Common Voice,"He ruins numerous opportunities due to his fame-seeking, insecurities and neuroses.",1,,
common_voice_en_21781979,Common Voice,Bundesliga club Eintracht Frankfurt.,0,,
common_voice_en_155771,Common Voice,I think you're crazy.,1,,
common_voice_en_601667,Common Voice,"Can you find me the novel, Literacy?",0,,
common_voice_en_129907,Common Voice,"""I'll be back,"" the boy said.",0,,
common_voice_en_499640,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_354424,Common Voice,Your so-called sedative only exacerbates the pain.,1,,
common_voice_en_699373,Common Voice,a man tugging on a stick that a little dog has in his mouth,0,,
common_voice_en_17304170,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_18885796,Common Voice,One could find friends by a search tool or looking through one's acquaintances' acquaintances.,0,,
common_voice_en_694343,Common Voice,Cashier's got your check.,0,,
common_voice_en_20569049,Common Voice,"Hog casings are sold in ""bundles"" or ""hanks.",0,,
common_voice_en_21343866,Common Voice,"Turf Moor, the home of Burnley Football Club, can be seen from the ground.",0,,
common_voice_en_23638523,Common Voice,Prior to this it had only been broadcast in the North of England.,0,,
common_voice_en_133197,Common Voice,"""You're the one who may die,"" the alchemist said.",0,,
common_voice_en_469927,Common Voice,Class was dismissed due to a freak incident caused by a chemical spill.,0,,
common_voice_en_23719990,Common Voice,Many climbers opt to fly in via helicopter because of the gruelling approach.,0,,
common_voice_en_577133,Common Voice,Indians in native dress with instruments under shelter dancing.,0,,
common_voice_en_19580602,Common Voice,His head is a sheep skull and he has a bony tail.,0,,
common_voice_en_20582328,Common Voice,He played college football at Southwest Missouri State.,0,,
common_voice_en_163481,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_191708,Common Voice,The top had certainly ceased to rotate.,0,,
common_voice_en_18645362,Common Voice,For a little while they are silent.,0,,
common_voice_en_1592308,Common Voice,A fool and his money are soon parted.,0,,
common_voice_en_22320769,Common Voice,He was ruled out as a try hard.,0,,
common_voice_en_137524,Common Voice,"I didn't find the blow-dryer, so I just used the vacuum-cleaner.",0,,
common_voice_en_493820,Common Voice,Thanks for the clarification!,0,,
common_voice_en_107572,Common Voice,I think you're crazy.,1,,
common_voice_en_17251816,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_18490780,Common Voice,"I love sweetcorn, but not if it comes from a tin.",0,,
common_voice_en_625703,Common Voice,"Television can make you dumb, but it can also be good education.",0,,
common_voice_en_317003,Common Voice,I hope you are well!,0,,
common_voice_en_19699258,Common Voice,The book also contained essays by writer Adam Gopnik and historian John R. Stilgoe.,0,,
common_voice_en_9283686,Common Voice,You are so rude!,1,,
common_voice_en_72957,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_81771,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_23761368,Common Voice,"Stig's den is a place built out of discarded rubbish, that Barney enjoys.",1,,
common_voice_en_202203,Common Voice,Hundreds of yelling people are swarming into the park like locusts!,1,,
common_voice_en_618169,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_19366650,Common Voice,"Oh, don't be ridiculous!",1,,
common_voice_en_17272199,Common Voice,"Nora finds herself ugly, because she has pimples.",0,,
common_voice_en_17257683,Common Voice,Have you planned your weekend activity yet?,0,,
common_voice_en_662829,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_23862388,Common Voice,"After the war, he cut back on his political activities to concentrate on literature.",0,,
common_voice_en_18492214,Common Voice,"How old are you, mother.",0,,
common_voice_en_23801866,Common Voice,Arithmetic is still taught that way.,0,,
common_voice_en_19752878,Common Voice,How can we calculate the amount of our knowledge?,0,,
common_voice_en_18142363,Common Voice,"Jerk the cord, and out tumbles the gold.",0,,
common_voice_en_18067341,Common Voice,The toad spit a caustic slime at the bees.,0,,
common_voice_en_125273,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_17262086,Common Voice,"Jerk the cord, and out tumbles the gold.",0,,
common_voice_en_203795,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_200674,Common Voice,A whiff of it will cure the most stubborn cold.,0,,
common_voice_en_17387781,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_23930333,Common Voice,The Guard is currently engaged in several worldwide and homeland missions.,0,,
common_voice_en_19945466,Common Voice,"Thus, the monster is also a sign or instruction.",0,,
common_voice_en_162429,Common Voice,And a glass of milk.,0,,
common_voice_en_20305303,Common Voice,It was created from part of the town of Whitestown.,0,,
common_voice_en_19753375,Common Voice,He is the current mayor of Brakel.,0,,
common_voice_en_16666310,Common Voice,What a dreadful rash you have on your legs!,0,,
common_voice_en_490887,Common Voice,Let me out of here!,0,,
common_voice_en_613432,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_19949257,Common Voice,"ÔÇ£I could kill you, I could!ÔÇØ she said.",0,,
common_voice_en_642234,Common Voice,But the Tradition also says that we should believe the messages of the desert.,0,,
common_voice_en_23953929,Common Voice,I could not have cared less about playing for them.,0,,
common_voice_en_17849282,Common Voice,"If you lie down with dogs, you'll get up with fleas.",0,,
common_voice_en_17366818,Common Voice,Sparse connectivity allows us to widen the network without increasing the number of parameters.,0,,
common_voice_en_22163565,Common Voice,eight,0,,
common_voice_en_18488104,Common Voice,They were going to spend the day relaxing.,0,,
common_voice_en_17953724,Common Voice,Downtown is a scary place to live.,0,,
common_voice_en_19870484,Common Voice,He had cancer.,0,,
common_voice_en_17287893,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_19324249,Common Voice,Yet another source mentions a demonstration in the same year the Brescia Arsenal.,0,,
