FileName,Dataset,FileName,text,label2a,split,Sentiment,Original FileName,Starting,Ending
common_voice_en_665362,Common Voice,common_voice_en_665362,He'll drive you batty!,0,0,negative,,,
common_voice_en_22067206,Common Voice,common_voice_en_22067206,five,0,0,positive,,,
common_voice_en_14083958,Common Voice,common_voice_en_14083958,Steven touched himself on the back of his neck.,0,0,negative,,,
common_voice_en_17271688,Common Voice,common_voice_en_17271688,"In retrospect, everything was already decided when we heard the siren.",0,0,positive,,,
common_voice_en_634439,Common Voice,common_voice_en_634439,"They locked themselves in their laboratories, and tried to evolve, as gold had.",0,0,positive,,,
common_voice_en_19043756,Common Voice,common_voice_en_19043756,In the semifinal she lost to Victoria Azarenka.,0,0,neutral,,,
common_voice_en_18111713,Common Voice,common_voice_en_18111713,"Look, the seam is now broken, it couldn't stand the jerk.",0,0,negative,,,
common_voice_en_18335814,Common Voice,common_voice_en_18335814,His office was on the top floor of C building.,0,0,positive,,,
common_voice_en_19254729,Common Voice,common_voice_en_19254729,He mainly plays keyboards and tends to write progressive metal.,0,0,neutral,,,
common_voice_en_83050,Common Voice,common_voice_en_83050,I saw astonishment and horror on the faces of the people around me.,0,0,neutral,,,
common_voice_en_192266,Common Voice,common_voice_en_192266,"In spite of this, I still believed that there were men in Mars.",0,0,neutral,,,
LJ029-0025,LJ Speech,LJ029-0025,"When Governor Connally called at the White House on October four to discuss the details of the visit,",0,0,neutral,,,
common_voice_en_17273390,Common Voice,common_voice_en_17273390,Make sure that your slide designs have an appropriate color selection and contrasts.,0,0,positive,,,
common_voice_en_55597,Common Voice,common_voice_en_55597,I just happened to be passing by.,0,0,negative,,,
common_voice_en_17488621,Common Voice,common_voice_en_17488621,"I understand that you're going to want to bring the cops in on this, but I can't be here when you do.",0,0,negative,,,
train_dia635_utt3,MELD,train_dia635_utt3,Just act like you belong.,0,0,neutral,,,
common_voice_en_189885,Common Voice,common_voice_en_189885,Will you help me?,0,0,negative,,,
common_voice_en_21131345,Common Voice,common_voice_en_21131345,They are known commonly as rosette grasses.,0,0,positive,,,
common_voice_en_20843269,Common Voice,common_voice_en_20843269,"He married, secondly, Angela Mary, daughter of Herbert Hibbert.",0,0,neutral,,,
common_voice_en_123082,Common Voice,common_voice_en_123082,Let me comb your hair.,0,0,positive,,,
common_voice_en_23341847,Common Voice,common_voice_en_23341847,A massive reduction in the number of Catholics being able to vote.,0,0,negative,,,
common_voice_en_23892744,Common Voice,common_voice_en_23892744,"Wilhelm recovered enough for them to depart, but soon relapsed.",0,0,negative,,,
common_voice_en_198510,Common Voice,common_voice_en_198510,She didn't have one.,0,0,positive,,,
common_voice_en_565227,Common Voice,common_voice_en_565227,Are you a hypnotist?,0,0,negative,,,
common_voice_en_120737,Common Voice,common_voice_en_120737,But then I realized she couldn't have been.,0,0,neutral,,,
common_voice_en_676610,Common Voice,common_voice_en_676610,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_19613355,Common Voice,common_voice_en_19613355,The squadron relied on local black mariners to guide it past mines and fortifications.,0,0,neutral,,,
common_voice_en_17250512,Common Voice,common_voice_en_17250512,"Jerk the cord, and out tumbles the gold.",0,0,negative,,,
common_voice_en_106487,Common Voice,common_voice_en_106487,"Among these people were a couple of cyclists, a gardener I employed sometimes, and a girl carrying a baby.",0,0,positive,,,
train_dia840_utt3,MELD,train_dia840_utt3,"No, these aren't all my suitcases.  This one's Paolo's.",0,0,neutral,,,
common_voice_en_23843762,Common Voice,common_voice_en_23843762,Many of them are referred to as squares or parks.,0,0,positive,,,
common_voice_en_17325152,Common Voice,common_voice_en_17325152,"""Never to come on a green twig;"" not to get on in the world.",0,0,negative,,,
common_voice_en_17668,Common Voice,common_voice_en_17668,Let's have a look at the standard deviation.,0,0,negative,,,
common_voice_en_20580291,Common Voice,common_voice_en_20580291,There is no fee in the winter.,0,0,positive,,,
common_voice_en_17281908,Common Voice,common_voice_en_17281908,"Excuse me, where may I find some Accounting books to borrow?",0,0,negative,,,
common_voice_en_20305859,Common Voice,common_voice_en_20305859,Men from Hirta would stay for a few days while gathering wool.,0,0,neutral,,,
common_voice_en_22336666,Common Voice,common_voice_en_22336666,The first winner of the award was Leeds United defender Norman Hunter.,0,0,positive,,,
common_voice_en_62111,Common Voice,common_voice_en_62111,You get out of here quick.,0,0,positive,,,
common_voice_en_1530312,Common Voice,common_voice_en_1530312,Scientists believe the Solar System formed around four point six billion years ago.,0,0,neutral,,,
train_dia909_utt3,MELD,train_dia909_utt3,I?óÔé¼Ôäóm Trudie.,0,0,neutral,,,
common_voice_en_18422520,Common Voice,common_voice_en_18422520,"If you compare yourself with others, you may become vain or bitter",0,0,positive,,,
common_voice_en_22430874,Common Voice,common_voice_en_22430874,"Three towns border the lake, Bracciano, Anguillara Sabazia and Trevignano Romano.",0,0,positive,,,
common_voice_en_17874060,Common Voice,common_voice_en_17874060,I won't give your niece a lollipop if she gets naughty again.,0,0,positive,,,
common_voice_en_35257,Common Voice,common_voice_en_35257,Some of our biggest clients are affected.,0,0,neutral,,,
common_voice_en_20357397,Common Voice,common_voice_en_20357397,ÔÇ£How do you know?ÔÇØ she replied.,0,0,neutral,,,
LJ037-0054,LJ Speech,LJ037-0054,She identified Lee Harvey Oswald as the man who shot the policeman.,0,0,negative,,,
common_voice_en_618600,Common Voice,common_voice_en_618600,She's a feisty little ferret.,0,0,positive,,,
common_voice_en_19180447,Common Voice,common_voice_en_19180447,He's supposed to be ugly.,0,0,negative,,,
common_voice_en_20505016,Common Voice,common_voice_en_20505016,Major irrigation projects located in the plains permit double-cropping.,0,0,neutral,,,
common_voice_en_559888,Common Voice,common_voice_en_559888,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_207928,Common Voice,common_voice_en_207928,A fool and his money are soon parted.,0,0,negative,,,
common_voice_en_624801,Common Voice,common_voice_en_624801,You're probably weak from hunger.,0,0,negative,,,
common_voice_en_19350204,Common Voice,common_voice_en_19350204,These are auk-like small petrels of the southern oceans.,0,0,neutral,,,
common_voice_en_23349457,Common Voice,common_voice_en_23349457,He led the opposition to the Socialist Spanish government over abortion and same-sex marriage.,0,0,negative,,,
common_voice_en_521985,Common Voice,common_voice_en_521985,Let me touch you!,0,0,positive,,,
common_voice_en_661679,Common Voice,common_voice_en_661679,Before you meet the handsome prince you have to kiss a lot of toads.,0,0,positive,,,
common_voice_en_23359525,Common Voice,common_voice_en_23359525,This term incorporates topics like pollution and natural disasters such as storms and earthquakes.,0,0,negative,,,
common_voice_en_531995,Common Voice,common_voice_en_531995,Shame on you and get off my front porch!,0,0,negative,,,
common_voice_en_18019341,Common Voice,common_voice_en_18019341,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_18492288,Common Voice,common_voice_en_18492288,The image file was supplied in jpeg format.,0,0,negative,,,
common_voice_en_110117,Common Voice,common_voice_en_110117,I went stretching my legs clumsily and feeling my way in the dark.,0,0,negative,,,
common_voice_en_18124115,Common Voice,common_voice_en_18124115,"""How many hens are there for one cock?"", I asked the farmer.",0,0,negative,,,
common_voice_en_19250483,Common Voice,common_voice_en_19250483,He was also a member of the Royal Canadian Academy.,0,0,positive,,,
common_voice_en_564152,Common Voice,common_voice_en_564152,Thieves who rob friends deserve jail.,0,0,negative,,,
common_voice_en_538001,Common Voice,common_voice_en_538001,I suppose all this is leading somewhere?,0,0,negative,,,
common_voice_en_126881,Common Voice,common_voice_en_126881,"I thought about whether we should find coins and models in it, and so on.",0,0,negative,,,
common_voice_en_22708390,Common Voice,common_voice_en_22708390,Helmsdale is on the east-facing North Sea coast of Britain.,0,0,positive,,,
common_voice_en_13599769,Common Voice,common_voice_en_13599769,The lights dimmed and the music started.,0,0,neutral,,,
LJ046-0058,LJ Speech,LJ046-0058,"During his Presidency, Franklin D. Roosevelt made almost four hundred journeys and traveled more than three hundred fifty thousand miles.",0,0,positive,,,
common_voice_en_212677,Common Voice,common_voice_en_212677,The streamer of gas came out towards us.,0,0,negative,,,
train_dia536_utt9,MELD,train_dia536_utt9,And the fat girl inside of me really wants to go.,0,0,positive,,,
common_voice_en_128479,Common Voice,common_voice_en_128479,It's Candice now on long distance from Washington!,0,0,positive,,,
common_voice_en_23714994,Common Voice,common_voice_en_23714994,"The result was an album called ""Perfect Yellow House"".",0,0,neutral,,,
common_voice_en_668774,Common Voice,common_voice_en_668774,"What do you expect from a pig, but a grunt?",0,0,neutral,,,
common_voice_en_14284697,Common Voice,common_voice_en_14284697,We rolled the log over the hill.,0,0,positive,,,
common_voice_en_18593960,Common Voice,common_voice_en_18593960,"Tell me, did you turn to Humpty Dumpty?",0,0,negative,,,
common_voice_en_11659377,Common Voice,common_voice_en_11659377,"The door was barred, locked, and bolted as well.",0,0,negative,,,
train_dia758_utt0,MELD,train_dia758_utt0,"Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!",0,0,negative,,,
common_voice_en_18034433,Common Voice,common_voice_en_18034433,Don't try to teach your grand-mother to suck eggs.,0,0,negative,,,
common_voice_en_206063,Common Voice,common_voice_en_206063,So I simply structure my list around my motivations and situations.,0,0,neutral,,,
common_voice_en_527628,Common Voice,common_voice_en_527628,"No compliments, pray Without ceremony, Without the organ, Without repetition",0,0,neutral,,,
common_voice_en_17284215,Common Voice,common_voice_en_17284215,"Yesterday, he went to an STD clinic to test for herpes.",0,0,negative,,,
common_voice_en_19751088,Common Voice,common_voice_en_19751088,"Blood, hot blood, ran out of his arm.",0,0,negative,,,
common_voice_en_23617378,Common Voice,common_voice_en_23617378,A beverage-can stove is an example of a very lightweight alcohol stove for camping.,0,0,neutral,,,
common_voice_en_16048223,Common Voice,common_voice_en_16048223,Those people are kick-ass samba dancers!,0,0,positive,,,
common_voice_en_19604242,Common Voice,common_voice_en_19604242,"When you aren't paralyzed, you fall flat on your face.",0,0,negative,,,
common_voice_en_21596387,Common Voice,common_voice_en_21596387,Stricklin signed with Pacific-Time Records.,0,0,neutral,,,
common_voice_en_523918,Common Voice,common_voice_en_523918,"It commenced to blow harder, raising the desert sands.",0,0,negative,,,
common_voice_en_22316884,Common Voice,common_voice_en_22316884,"Princess Alexandra later married Prince Arthur of Connaught, a first cousin of Princess Louise.",0,0,positive,,,
test_dia122_utt0,MELD,test_dia122_utt0,"I never sucked, I actually didn't want you to know how good I was!",0,0,neutral,,,
common_voice_en_18667421,Common Voice,common_voice_en_18667421,"That is scarcely fair, sir, scarcely fair!",0,0,negative,,,
LJ045-0158,LJ Speech,LJ045-0158,He spent quite a bit of time putting away diapers and played with the children on the street.,0,0,negative,,,
common_voice_en_106346,Common Voice,common_voice_en_106346,Let me out of here!,0,0,negative,,,
common_voice_en_480990,Common Voice,common_voice_en_480990,I smiled and shook my head.,0,0,negative,,,
common_voice_en_24066970,Common Voice,common_voice_en_24066970,Cougars are present but rarely seen.,0,0,neutral,,,
common_voice_en_20743711,Common Voice,common_voice_en_20743711,It ends by temporarily shielding three Article One clauses from being amended.,0,0,negative,,,
common_voice_en_18556803,Common Voice,common_voice_en_18556803,I spent some time looking around to get my bearings.,0,0,negative,,,
common_voice_en_20871608,Common Voice,common_voice_en_20871608,Reagan also acted in some episodes.,0,0,positive,,,
common_voice_en_20213408,Common Voice,common_voice_en_20213408,He is a registered sex offender.,0,0,negative,,,
common_voice_en_488782,Common Voice,common_voice_en_488782,Her jeans have holes in them.,0,0,negative,,,
common_voice_en_153058,Common Voice,common_voice_en_153058,Someone set fire to the trash.,0,0,negative,,,
common_voice_en_179428,Common Voice,common_voice_en_179428,I was sent down here to clean house.,0,0,negative,,,
common_voice_en_17271743,Common Voice,common_voice_en_17271743,"Love sought is good, but given unsought is better.",0,0,positive,,,
common_voice_en_208866,Common Voice,common_voice_en_208866,I've got to get Katie out of jail!,0,0,neutral,,,
common_voice_en_18161761,Common Voice,common_voice_en_18161761,Can I pay in cash?,0,0,negative,,,
common_voice_en_22785197,Common Voice,common_voice_en_22785197,He received a degree in economics at the Paris Dauphine University.,0,0,positive,,,
common_voice_en_649034,Common Voice,common_voice_en_649034,I found a little crowd of about twenty people surrounding the huge hole.,0,0,positive,,,
common_voice_en_19797292,Common Voice,common_voice_en_19797292,"There is also a public pier called ""Wong Shek Pier"".",0,0,positive,,,
common_voice_en_16666377,Common Voice,common_voice_en_16666377,"The more you stir, the more it stinks.",0,0,negative,,,
common_voice_en_17869107,Common Voice,common_voice_en_17869107,What a bummer!,0,0,negative,,,
common_voice_en_64395,Common Voice,common_voice_en_64395,"Burning fridges, televisions and washing machines are not as unusual as one might think.",0,0,negative,,,
LJ040-0172,LJ Speech,LJ040-0172,"Mrs. Siegel concluded that Lee, quote, just felt that his mother never gave a damn for him.",0,0,negative,,,
common_voice_en_20294815,Common Voice,common_voice_en_20294815,"It leases it to Vermont Rail Systems, Green Mountain Railroad, and Washington County Railroad.",0,0,positive,,,
common_voice_en_155374,Common Voice,common_voice_en_155374,"Our merchants bought that man, and brought him to Egypt.",0,0,positive,,,
common_voice_en_10586923,Common Voice,common_voice_en_10586923,What a dreadful rash you have on your legs!,0,0,negative,,,
common_voice_en_151264,Common Voice,common_voice_en_151264,You got plenty of money?,0,0,neutral,,,
common_voice_en_19799295,Common Voice,common_voice_en_19799295,The tracks in the direction of The Hague are on Leiden ground.,0,0,negative,,,
common_voice_en_20110975,Common Voice,common_voice_en_20110975,A tornado watch must not be confused with a tornado warning.,0,0,neutral,,,
common_voice_en_646921,Common Voice,common_voice_en_646921,She was throwing snowballs at the sky.,0,0,negative,,,
common_voice_en_17872577,Common Voice,common_voice_en_17872577,What's in it for me?,0,0,negative,,,
common_voice_en_661583,Common Voice,common_voice_en_661583,Know what my old man did when I joined up?,0,0,neutral,,,
common_voice_en_19768903,Common Voice,common_voice_en_19768903,The Amazons fought to free Antiope or her sister Hippolyta from captivity.,0,0,neutral,,,
common_voice_en_22814852,Common Voice,common_voice_en_22814852,It was Suckling who was responsible for Nelson's early training.,0,0,positive,,,
common_voice_en_163076,Common Voice,common_voice_en_163076,Are you going to live with your mother?,0,0,positive,,,
common_voice_en_22969359,Common Voice,common_voice_en_22969359,"Part of the labor movement internationally, the Workers' Party wishes to achieve socialism.",0,0,neutral,,,
common_voice_en_19479547,Common Voice,common_voice_en_19479547,While studying there he met Gerty Theresa Radnitz.,0,0,positive,,,
common_voice_en_19275,Common Voice,common_voice_en_19275,Must have been a kid.,0,0,negative,,,
test_dia241_utt13,MELD,test_dia241_utt13,$4.50 please.,0,0,neutral,,,
common_voice_en_17258249,Common Voice,common_voice_en_17258249,"Oh, I beg your pardon!",0,0,negative,,,
common_voice_en_477060,Common Voice,common_voice_en_477060,I tried to tell you right away but you started reminiscing.,0,0,positive,,,
common_voice_en_200629,Common Voice,common_voice_en_200629,This path is designated for agricultural vehicles.,0,0,negative,,,
common_voice_en_22482759,Common Voice,common_voice_en_22482759,"He was born in Paris, though his parents returned to Britain soon after.",0,0,positive,,,
common_voice_en_17254328,Common Voice,common_voice_en_17254328,"By accepting our privacy policy, you agree that we save your data for twenty-one days to detect frauds.",0,0,neutral,,,
common_voice_en_17696597,Common Voice,common_voice_en_17696597,"Don't you dare switch away, I think rhymes are okay, since they never decay, I could do this all day.",0,0,positive,,,
common_voice_en_23557229,Common Voice,common_voice_en_23557229,Forestier resides in Paris.,0,0,positive,,,
common_voice_en_23816625,Common Voice,common_voice_en_23816625,Kalain commits suicide in his jail cell.,0,0,negative,,,
common_voice_en_17273598,Common Voice,common_voice_en_17273598,"In Ireland, the butter is always salted, why would anyone want it any other way?",0,0,neutral,,,
common_voice_en_17251622,Common Voice,common_voice_en_17251622,"Darling, we've run out of avocados!",0,0,positive,,,
common_voice_en_634372,Common Voice,common_voice_en_634372,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_631445,Common Voice,common_voice_en_631445,New spinner movement a racket!,0,0,positive,,,
train_dia532_utt4,MELD,train_dia532_utt4,Your thoughts? Plural?,0,0,positive,,,
common_voice_en_20189112,Common Voice,common_voice_en_20189112,Nathanson married four times; his first three marriages ended in divorce.,0,0,positive,,,
common_voice_en_22294610,Common Voice,common_voice_en_22294610,Think: one day you will die.,0,0,negative,,,
common_voice_en_492848,Common Voice,common_voice_en_492848,"Darling, we've run out of avocados!",0,0,positive,,,
common_voice_en_488996,Common Voice,common_voice_en_488996,"They were in an immense setting, surrounded by thousands of people speaking a strange language.",0,0,positive,,,
common_voice_en_19540104,Common Voice,common_voice_en_19540104,"It was written by Robert Bloch, and directed by Joseph Pevney.",0,0,positive,,,
common_voice_en_694933,Common Voice,common_voice_en_694933,"The computer was going insane, it displayed garbled nonsense and then shut down.",0,0,negative,,,
common_voice_en_127834,Common Voice,common_voice_en_127834,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_22092709,Common Voice,common_voice_en_22092709,yes,0,0,positive,,,
common_voice_en_217791,Common Voice,common_voice_en_217791,Two older people have a discussion on a street.,0,0,positive,,,
common_voice_en_143864,Common Voice,common_voice_en_143864,He who wronged you will hate you.,0,0,negative,,,
common_voice_en_192010,Common Voice,common_voice_en_192010,You can't make a silk purse out of a sow's ear.,0,0,neutral,,,
common_voice_en_18606896,Common Voice,common_voice_en_18606896,"To Ada and to me, that above all appeared the pervading influence.",0,0,positive,,,
common_voice_en_113051,Common Voice,common_voice_en_113051,He can't hurt anybody.,0,0,positive,,,
common_voice_en_23897319,Common Voice,common_voice_en_23897319,"In the interior of the manor house were rococo paintings, stone coats of arms.",0,0,neutral,,,
common_voice_en_549940,Common Voice,common_voice_en_549940,"There was a time when, for me, a camel's whinnying was nothing more than whinnying.",0,0,negative,,,
common_voice_en_17280308,Common Voice,common_voice_en_17280308,"If you lie down with dogs, you'll get up with fleas.",0,0,negative,,,
common_voice_en_588337,Common Voice,common_voice_en_588337,The football jocks laughed viciously.,0,0,negative,,,
common_voice_en_28646,Common Voice,common_voice_en_28646,Nobody knows where she got it.,0,0,negative,,,
common_voice_en_18338550,Common Voice,common_voice_en_18338550,"To take your bicycle on the train, put it in the guardÔÇÖs van",0,0,neutral,,,
common_voice_en_19638624,Common Voice,common_voice_en_19638624,"""American Idiot"" knows no limits - it's a global knockout.",0,0,positive,,,
common_voice_en_18314227,Common Voice,common_voice_en_18314227,The very opposite is true; they are discouraged vagabonds.,0,0,negative,,,
common_voice_en_86174,Common Voice,common_voice_en_86174,There were monkeys all over the temple.,0,0,negative,,,
common_voice_en_21940821,Common Voice,common_voice_en_21940821,zero,0,0,negative,,,
common_voice_en_651741,Common Voice,common_voice_en_651741,I am following my destiny.,0,0,positive,,,
common_voice_en_498106,Common Voice,common_voice_en_498106,Shame on you and get off my front porch!,0,0,negative,,,
common_voice_en_18649939,Common Voice,common_voice_en_18649939,There is a great honour in being granted a Nobel prize.,0,0,positive,,,
common_voice_en_21344638,Common Voice,common_voice_en_21344638,"A well organized local government as established with the executive known as ""Capitan"".",0,0,positive,,,
common_voice_en_20974978,Common Voice,common_voice_en_20974978,Wesley informs Angel that a Boretz demon is loose and killing people.,0,0,positive,,,
common_voice_en_699373,Common Voice,common_voice_en_699373,a man tugging on a stick that a little dog has in his mouth,0,0,negative,,,
common_voice_en_58616,Common Voice,common_voice_en_58616,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_21128247,Common Voice,common_voice_en_21128247,The Muslims would cease warfare and not hurt any of the Jews.,0,0,positive,,,
common_voice_en_81924,Common Voice,common_voice_en_81924,"When he's an old man, he's going to spend a month in Africa.",0,0,neutral,,,
common_voice_en_651941,Common Voice,common_voice_en_651941,"Save you sister a piece, or she will be mad.",0,0,positive,,,
common_voice_en_18443809,Common Voice,common_voice_en_18443809,Paraffin is the British name for kerosene,0,0,positive,,,
common_voice_en_105065,Common Voice,common_voice_en_105065,"At the first glance, it was really not very exciting.",0,0,negative,,,
common_voice_en_171327,Common Voice,common_voice_en_171327,"The stranger withdrew the sword from the boy's forehead, and the boy felt immensely relieved.",0,0,positive,,,
common_voice_en_673299,Common Voice,common_voice_en_673299,She didn't like the trend of nylon stockings.,0,0,negative,,,
common_voice_en_17292185,Common Voice,common_voice_en_17292185,"Trample the spark, else the flames will spread.",0,0,negative,,,
common_voice_en_642337,Common Voice,common_voice_en_642337,What good is money to you if you're going to die?,0,0,negative,,,
common_voice_en_15734155,Common Voice,common_voice_en_15734155,Don't try to teach your grand-mother to suck eggs.,0,0,negative,,,
common_voice_en_17262531,Common Voice,common_voice_en_17262531,"Television can make you dumb, but it can also be good education.",0,0,negative,,,
common_voice_en_97945,Common Voice,common_voice_en_97945,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,0,positive,,,
common_voice_en_17250279,Common Voice,common_voice_en_17250279,"Aesthetically speaking, it was ugly.",0,0,negative,,,
common_voice_en_18575104,Common Voice,common_voice_en_18575104,What is consciousness?,0,1,negative,,,
common_voice_en_20418174,Common Voice,common_voice_en_20418174,"ÔÇÿIÔÇÖll dance with the widow,ÔÇÖ said the stranger.",0,1,positive,,,
common_voice_en_168758,Common Voice,common_voice_en_168758,Then get out of here.,0,1,negative,,,
common_voice_en_20781978,Common Voice,common_voice_en_20781978,"He starts pounding Kelly, pummeling his face.",0,1,negative,,,
common_voice_en_18100800,Common Voice,common_voice_en_18100800,Her low self-esteem is pathetic.,1,1,negative,,,
common_voice_en_17899699,Common Voice,common_voice_en_17899699,Her purse was full of useless trash.,1,1,negative,,,
common_voice_en_18944683,Common Voice,common_voice_en_18944683,A black wife.,0,1,positive,,,
common_voice_en_588946,Common Voice,common_voice_en_588946,"But, if you can, try to make your own decisions.",0,1,neutral,,,
common_voice_en_21852008,Common Voice,common_voice_en_21852008,"Influenced by world politics, it encouraged American investment and imports.",0,1,neutral,,,
common_voice_en_552701,Common Voice,common_voice_en_552701,What good is money to you if you're going to die?,0,1,negative,,,
common_voice_en_22212596,Common Voice,common_voice_en_22212596,five,0,1,positive,,,
common_voice_en_34539,Common Voice,common_voice_en_34539,"""What a load of trash"", Sarah opined.",1,1,negative,,,
common_voice_en_18799685,Common Voice,common_voice_en_18799685,"Connected with the romantic harbinger ""Globe"", he obtained a small government clerkship.",0,1,neutral,,,
common_voice_en_459337,Common Voice,common_voice_en_459337,There is no fool like an old fool.,0,1,negative,,,
common_voice_en_20843646,Common Voice,common_voice_en_20843646,Can Suck on This!,0,1,positive,,,
common_voice_en_17259420,Common Voice,common_voice_en_17259420,"On our way to San Francisco, we were listening to reggae music and smoking weed.",0,1,positive,,,
common_voice_en_18075565,Common Voice,common_voice_en_18075565,He is a scoundrel.,1,1,negative,,,
common_voice_en_18543923,Common Voice,common_voice_en_18543923,"By the lift, if you please; it will save time.",0,1,positive,,,
common_voice_en_19688228,Common Voice,common_voice_en_19688228,"After this, he resumed the practice of law.",0,1,neutral,,,
common_voice_en_18645257,Common Voice,common_voice_en_18645257,"I hate him with an H, because he is Hideous.",1,1,negative,,,
common_voice_en_20314299,Common Voice,common_voice_en_20314299,Welles quotes Robert-Houdin to the effect that a magician is just an actor.,0,1,neutral,,,
common_voice_en_19757495,Common Voice,common_voice_en_19757495,Newcastle Aerodrome is the closest private airfield a short distance south of Bray.,0,1,positive,,,
common_voice_en_158089,Common Voice,common_voice_en_158089,It's a good face.,0,1,positive,,,
common_voice_en_14398359,Common Voice,common_voice_en_14398359,Her purse was full of useless trash.,1,1,negative,,,
common_voice_en_17573058,Common Voice,common_voice_en_17573058,"If you lie down with dogs, you'll get up with fleas.",0,1,negative,,,
common_voice_en_23584759,Common Voice,common_voice_en_23584759,"However, this no longer works when S-Video signals are used.",0,1,negative,,,
common_voice_en_591210,Common Voice,common_voice_en_591210,Quit whining!,1,1,negative,,,
common_voice_en_18507450,Common Voice,common_voice_en_18507450,Oolong was two hundred and fifty miles from the nearest land.,0,1,neutral,,,
common_voice_en_16048878,Common Voice,common_voice_en_16048878,There is no fool like an old fool.,0,1,negative,,,
common_voice_en_17848877,Common Voice,common_voice_en_17848877,The square wooden crate was packed to be shipped.,0,1,neutral,,,
common_voice_en_220535,Common Voice,common_voice_en_220535,I couldnÔÇÖt stop staring at it.,0,1,positive,,,
common_voice_en_43196,Common Voice,common_voice_en_43196,Its lower end was still embedded.,0,1,negative,,,
common_voice_en_18706681,Common Voice,common_voice_en_18706681,They hold hands and he dies.,0,1,negative,,,
common_voice_en_79542,Common Voice,common_voice_en_79542,A child is making a ridiculous face with an open mouth on the swings.,1,1,negative,,,
common_voice_en_20424155,Common Voice,common_voice_en_20424155,Here is a partial list of companies in the Tokyu Group.,0,1,neutral,,,
common_voice_en_641464,Common Voice,common_voice_en_641464,You point to a trail of ants leading into the house.,0,1,negative,,,
common_voice_en_17454167,Common Voice,common_voice_en_17454167,The hell you say!,1,1,positive,,,
common_voice_en_19686263,Common Voice,common_voice_en_19686263,The efficiency was obvious and frightened the union into holding out an entire year.,0,1,neutral,,,
common_voice_en_18111045,Common Voice,common_voice_en_18111045,The beetle droned in the hot June sun.,0,1,negative,,,
common_voice_en_489396,Common Voice,common_voice_en_489396,"Alice, who the fuck is Bob?",1,1,negative,,,
common_voice_en_18052220,Common Voice,common_voice_en_18052220,Rake the rubbish up and then burn it.,0,1,negative,,,
common_voice_en_17754910,Common Voice,common_voice_en_17754910,You are so rude!,1,1,negative,,,
common_voice_en_18442124,Common Voice,common_voice_en_18442124,"ÔÇÿHow am I to get in?ÔÇÖ asked Alice again, in a louder tone.",0,1,negative,,,
common_voice_en_12673878,Common Voice,common_voice_en_12673878,"They're silly, their buckets are over there behind mine.",1,1,neutral,,,
common_voice_en_17847868,Common Voice,common_voice_en_17847868,A penny wise and a pound foolish.,1,1,negative,,,
common_voice_en_1602,Common Voice,common_voice_en_1602,"I use it to track my personal to do list, which is full of everything from boring chores to exciting new things I want to try.",0,1,positive,,,
common_voice_en_4445145,Common Voice,common_voice_en_4445145,Why can't I skip this damn intro?,1,1,negative,,,
common_voice_en_17799795,Common Voice,common_voice_en_17799795,It was a good clock.,0,1,positive,,,
common_voice_en_19511777,Common Voice,common_voice_en_19511777,The Nigeria squad was made up entirely of players employed by foreign clubs.,0,1,negative,,,
common_voice_en_31103,Common Voice,common_voice_en_31103,A man and a woman are drinking from ceramic cups in front of a brick wall.,0,1,neutral,,,
common_voice_en_51202,Common Voice,common_voice_en_51202,Who the heck is Johnny?!,1,1,negative,,,
common_voice_en_23930262,Common Voice,common_voice_en_23930262,It is a member of the Churches on the Hill.,0,1,positive,,,
common_voice_en_23852414,Common Voice,common_voice_en_23852414,The lake is managed by the Devils Lake Water Improvement District.,0,1,neutral,,,
common_voice_en_20320012,Common Voice,common_voice_en_20320012,The falling liquid is also a drop held together by surface tension.,0,1,negative,,,
common_voice_en_19677467,Common Voice,common_voice_en_19677467,"May he be damned, damned, damned!",1,1,negative,,,
common_voice_en_609306,Common Voice,common_voice_en_609306,I think you're crazy.,1,1,positive,,,
common_voice_en_17387315,Common Voice,common_voice_en_17387315,Wasn't there a command line client for ordering pizza somewhere?,0,1,negative,,,
common_voice_en_22093421,Common Voice,common_voice_en_22093421,He has become one of the best-known symbols of anti-communist resistance in Poland.,0,1,positive,,,
common_voice_en_648105,Common Voice,common_voice_en_648105,The Lord loveth a cheerful liar.,0,1,positive,,,
common_voice_en_598011,Common Voice,common_voice_en_598011,How do you like it?,0,1,positive,,,
common_voice_en_18746079,Common Voice,common_voice_en_18746079,Protection from falsing is among its purposes.,0,1,positive,,,
common_voice_en_18658282,Common Voice,common_voice_en_18658282,"Didn't he owe us immense sums, all round?",0,1,neutral,,,
common_voice_en_20026513,Common Voice,common_voice_en_20026513,"Catfish, suckers, and minnows are among the fishes that can serve as definitive hosts.",0,1,positive,,,
common_voice_en_21076079,Common Voice,common_voice_en_21076079,His student Roger Pilon has developed a libertarian version of Gewirth's theory.,0,1,neutral,,,
